"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"28 Aug 2025","fxn","1","247.12","0","0.00","0","0.00","0","0.00"
"28 Aug 2025","df5","1","70.88","0","0.00","0","0.00","0","0.00"
"28 Aug 2025","fuj","1","52.07","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","fxn","18","2174.51","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","cnl","5","707.53","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","df2","3","246.06","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","tnmw","3","481.62","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","df5","3","162.45","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","fuj","2","431.94","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","ost","2","83.33","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","zg32","1","93.25","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","cr5","1","171.71","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","fbp","1","85.07","0","0.00","0","0.00","0","0.00"
"27 Aug 2025","qqq","1","109.04","0","0.00","0","0.00","0","0.00"
