coupon_code,coupon_rule_name,created_at,grand_total,store_id,Record Count
ad8,Digizag - 10% OFF,"Aug 2, 2025",74.21,1,1
AD8,Digizag - 10% OFF,"Aug 1, 2025",135,1,1
AD8,Digizag - 10% OFF,"Jul 31, 2025",180,1,1
AD8,Digizag - 10% OFF,"Jul 31, 2025",113.35,1,1
ALC1,Digizag - 10% OFF,"Jul 30, 2025",50.02,1,1
AD8,Digizag - 10% OFF,"Jul 30, 2025",90,1,1
AD8,Digizag - 10% OFF,"Jul 30, 2025",56.88,1,1
AD8,Digizag - 10% OFF,"Jul 30, 2025",103.7,1,1
alc1,Digizag - 10% OFF,"Jul 30, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jul 29, 2025",107.78,1,1
AD8,Digizag - 10% OFF,"Jul 29, 2025",254.71,1,1
AD6,Digizag - 10% OFF,"Jul 29, 2025",67.93,1,1
Ad6,Digizag - 10% OFF,"Jul 28, 2025",75.89,1,1
AD8,Digizag - 10% OFF,"Jul 28, 2025",94.27,1,1
Ad17,Digizag - 10% OFF,"Jul 28, 2025",118.8,8,1
AD3,Digizag - 10% OFF,"Jul 28, 2025",47.25,1,1
AD8,Digizag - 10% OFF,"Jun 12, 2025",49.32,1,1
ad6,Digizag - 10% OFF,"Jul 27, 2025",200.16,1,1
ad6,Digizag - 10% OFF,"Aug 17, 2025",74.21,1,1
AD8,Digizag - 10% OFF,"Aug 17, 2025",94.5,2,1
AD7,Digizag - 10% OFF,"Sep 3, 2025",102.91,1,1
AD6,Digizag - 10% OFF,"Jul 27, 2025",129.6,1,1
AD8,Digizag - 10% OFF,"Jul 27, 2025",135.9,1,1
Ad6,Digizag - 10% OFF,"Jul 26, 2025",56.16,1,1
AD6,Digizag - 10% OFF,"Jul 26, 2025",90.72,1,1
AD8,Digizag - 10% OFF,"Jul 26, 2025",45,1,1
ad6,Digizag - 10% OFF,"Jul 25, 2025",100.8,1,1
ad8,Digizag - 10% OFF,"Jul 25, 2025",90.23,1,1
AD8,Digizag - 10% OFF,"Jul 24, 2025",101.16,1,1
AD8,Digizag - 10% OFF,"Jul 24, 2025",155.7,1,1
AD8,Digizag - 10% OFF,"Jul 24, 2025",209.52,1,1
ad8,Digizag - 10% OFF,"Jul 23, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jul 23, 2025",117.36,1,1
AD8,Digizag - 10% OFF,"Jul 23, 2025",81.61,1,1
AD8,Digizag - 10% OFF,"Jul 22, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jul 21, 2025",161.68,1,1
AD8,Digizag - 10% OFF,"Jul 19, 2025",375,1,1
ALC1,Digizag - 10% OFF,"Jul 19, 2025",139.57,1,1
AD6,Digizag - 10% OFF,"Jul 18, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jul 18, 2025",180.43,1,1
AD8,Digizag - 10% OFF,"Jul 18, 2025",64.51,1,1
AD8,Digizag - 10% OFF,"Jul 17, 2025",94.63,1,1
AD6,Digizag - 10% OFF,"Jul 16, 2025",74.43,1,1
AD6,Digizag - 10% OFF,"Jul 15, 2025",150.3,1,1
AD8,Digizag - 10% OFF,"Jul 15, 2025",49.68,1,1
AD8,Digizag - 10% OFF,"Jul 15, 2025",138.31,1,1
AD8,Digizag - 10% OFF,"Jul 14, 2025",156.2,1,1
AD8,Digizag - 10% OFF,"Jul 14, 2025",106.92,1,1
AD6,Digizag - 10% OFF,"Jul 13, 2025",91.8,1,1
AD3,Digizag - 10% OFF,"Jul 12, 2025",78.3,1,1
AD20,Digizag - 10% OFF,"Jul 12, 2025",110.88,1,1
AD8,Digizag - 10% OFF,"Jul 11, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jul 11, 2025",206.06,1,1
AD8,Digizag - 10% OFF,"Jul 10, 2025",130.68,1,1
AD8,Digizag - 10% OFF,"Jul 10, 2025",107.78,1,1
AD6,Digizag - 10% OFF,"Jul 9, 2025",206.55,1,1
AD6,Digizag - 10% OFF,"Jul 9, 2025",72.5,1,1
AD8,Digizag - 10% OFF,"Jul 9, 2025",144,1,1
AD6,Digizag - 10% OFF,"Jul 9, 2025",586.76,1,1
AD8,Digizag - 10% OFF,"Jul 9, 2025",54,1,1
AD8,Digizag - 10% OFF,"Jul 9, 2025",47.25,1,1
ALC1,Digizag - 10% OFF,"Jul 9, 2025",158.4,2,1
AD15,Digizag - 10% OFF,"Jul 8, 2025",64.8,2,1
ad8,Digizag - 10% OFF,"Jul 8, 2025",67.5,1,1
AD8,Digizag - 10% OFF,"Jul 8, 2025",99.36,1,1
AD6,Digizag - 10% OFF,"Jul 7, 2025",94.68,1,1
AD8,Digizag - 10% OFF,"Jul 7, 2025",144.72,1,1
Ad8,Digizag - 10% OFF,"Jul 7, 2025",174.3,1,1
AD6,Digizag - 10% OFF,"Jul 6, 2025",54.72,1,1
AD6,Digizag - 10% OFF,"Jul 6, 2025",253.75,1,1
AD8,Digizag - 10% OFF,"Jul 6, 2025",54,1,1
AD8,Digizag - 10% OFF,"Jul 5, 2025",133.2,1,1
AD6,Digizag - 10% OFF,"Jul 5, 2025",99.36,2,1
ALC1,Digizag - 10% OFF,"Jul 5, 2025",112.37,1,1
AD8,Digizag - 10% OFF,"Jul 5, 2025",94.5,1,1
AD6,Digizag - 10% OFF,"Jul 5, 2025",114.75,1,1
AD6,Digizag - 10% OFF,"Jul 5, 2025",55.81,1,1
AD6,Digizag - 10% OFF,"Jul 4, 2025",198.72,1,1
ad6,Digizag - 10% OFF,"Jul 3, 2025",66.79,1,1
AD6,Digizag - 10% OFF,"Jul 2, 2025",91.8,1,1
ALC1,Digizag - 10% OFF,"Jul 1, 2025",49.68,1,1
AD6,Digizag - 10% OFF,"Jul 1, 2025",72.02,1,1
AD8,Digizag - 10% OFF,"Jun 30, 2025",90,1,1
AD8,Digizag - 10% OFF,"Jun 30, 2025",65.16,1,1
AD6,Digizag - 10% OFF,"Jun 29, 2025",110.88,1,1
AD7,Digizag - 10% OFF,"Apr 30, 2025",270,1,1
ALC1,Digizag - 10% OFF,"Jun 29, 2025",96.75,1,1
AD8,Digizag - 10% OFF,"Jun 27, 2025",91.12,1,1
AD6,Digizag - 10% OFF,"Jun 27, 2025",117.36,1,1
AD8,Digizag - 10% OFF,"Jun 27, 2025",108,2,1
AD8,Digizag - 10% OFF,"Jun 27, 2025",63.09,1,1
ALC1,Digizag - 10% OFF,"Jun 27, 2025",166.32,2,1
ALC1,Digizag - 10% OFF,"Jun 26, 2025",327.88,1,1
AD6,Digizag - 10% OFF,"Jun 26, 2025",99.36,1,1
AD6,Digizag - 10% OFF,"Jun 26, 2025",91.83,1,1
AD8,Digizag - 10% OFF,"Jun 26, 2025",76.68,1,1
AD6,Digizag - 10% OFF,"Jun 25, 2025",89.64,1,1
ad7,Digizag - 10% OFF,"Apr 23, 2025",85.75,1,1
AD6,Digizag - 10% OFF,"Jun 24, 2025",90,1,1
ad8,Digizag - 10% OFF,"Jun 24, 2025",68.85,2,1
AD6,Digizag - 10% OFF,"Jun 24, 2025",144.61,1,1
ad8,Digizag - 10% OFF,"Jun 24, 2025",47.91,1,1
AD6,Digizag - 10% OFF,"Jun 24, 2025",112.5,1,1
AD8,Digizag - 10% OFF,"Jun 24, 2025",33.75,1,1
AD8,Digizag - 10% OFF,"Jun 24, 2025",84.91,1,1
AD8,Digizag - 10% OFF,"Jun 24, 2025",108,1,1
AD8,Digizag - 10% OFF,"Jun 23, 2025",193.68,1,1
ALC1,Digizag - 10% OFF,"Jun 23, 2025",124.92,2,1
AD6,Digizag - 10% OFF,"Jun 23, 2025",49.68,1,1
AD8,Digizag - 10% OFF,"Jun 23, 2025",274.64,1,1
AD6,Digizag - 10% OFF,"Jun 22, 2025",216,1,1
ALC1,Digizag - 10% OFF,"Jun 22, 2025",74.97,2,1
ALC1,Digizag - 10% OFF,"Jun 22, 2025",47.34,1,1
ad6,Digizag - 10% OFF,"Jun 22, 2025",53.05,1,1
ALC1,Digizag - 10% OFF,"Jun 22, 2025",226.8,1,1
ALC1,Digizag - 10% OFF,"Jun 21, 2025",67.5,1,1
AD3,Digizag - 10% OFF,"Apr 7, 2025",370,1,1
AD6,Digizag - 10% OFF,"Jun 20, 2025",40.5,1,1
ad6,Digizag - 10% OFF,"Jun 20, 2025",69.75,1,1
AD8,Digizag - 10% OFF,"Jun 19, 2025",112.75,1,1
AD8,Digizag - 10% OFF,"Jun 19, 2025",109.04,1,1
AD8,Digizag - 10% OFF,"Jun 19, 2025",94.63,1,1
AD8,Digizag - 10% OFF,"Jun 19, 2025",38.35,1,1
AD8,Digizag - 10% OFF,"Jun 18, 2025",30.25,1,1
Ad8,Digizag - 10% OFF,"Jun 17, 2025",284,1,1
AD8,Digizag - 10% OFF,"Jun 17, 2025",171,1,1
AD7,Digizag - 10% OFF,"Jun 17, 2025",56.43,1,1
AD8,Digizag - 10% OFF,"Jun 17, 2025",106.92,1,1
ad7,Digizag - 10% OFF,"Jun 16, 2025",81,1,1
AD8,Digizag - 10% OFF,"Jun 16, 2025",81,1,1
AD7,Digizag - 10% OFF,"Jun 16, 2025",95.04,1,1
AD7,Digizag - 10% OFF,"Jun 16, 2025",275.1,1,1
ALC1,Digizag - 10% OFF,"Jun 15, 2025",90.45,1,1
ALC1,Digizag - 10% OFF,"Jun 14, 2025",260.28,2,1
AD8,Digizag - 10% OFF,"Jun 14, 2025",148.24,1,1
ad8,Digizag - 10% OFF,"Jun 14, 2025",72,1,1
ad8,Digizag - 10% OFF,"Jun 14, 2025",81,1,1
AD8,Digizag - 10% OFF,"Jun 13, 2025",117.36,1,1
AD8,Digizag - 10% OFF,"Jun 13, 2025",115.24,1,1
AD8,Digizag - 10% OFF,"Jun 12, 2025",90,1,1
AD8,Digizag - 10% OFF,"Jun 12, 2025",36,1,1
AD8,Digizag - 10% OFF,"Jun 11, 2025",108.22,2,1
AD8,Digizag - 10% OFF,"Jun 11, 2025",73.54,1,1
Ad8,Digizag - 10% OFF,"Jun 11, 2025",72.65,1,1
AD8,Digizag - 10% OFF,"Jul 27, 2025",70.47,1,1
AD8,Digizag - 10% OFF,"Jul 27, 2025",195.3,1,1
AD6,Digizag - 10% OFF,"Aug 18, 2025",329.77,1,1
AD8,Digizag - 10% OFF,"Jun 9, 2025",94.1,1,1
AD8,Digizag - 10% OFF,"Jun 9, 2025",100.4,1,1
AD8,Digizag - 10% OFF,"Jun 8, 2025",99.36,1,1
AD8,Digizag - 10% OFF,"Jun 8, 2025",103.62,1,1
AD8,Digizag - 10% OFF,"Jun 8, 2025",205.71,1,1
AD7,Digizag - 10% OFF,"Jun 8, 2025",32.76,1,1
Ad7,Digizag - 10% OFF,"Jun 7, 2025",141.48,1,1
AD8,Digizag - 10% OFF,"Jun 7, 2025",94.68,1,1
AD8,Digizag - 10% OFF,"Jun 7, 2025",162.29,1,1
AD8,Digizag - 10% OFF,"Jun 7, 2025",101.58,1,1
AD8,Digizag - 10% OFF,"Jun 6, 2025",257.4,1,1
AD8,Digizag - 10% OFF,"Jun 5, 2025",66.79,1,1
AD8,Digizag - 10% OFF,"Jun 5, 2025",242.51,1,1
Ad8,Digizag - 10% OFF,"Jun 4, 2025",135,1,1
ALC1,Digizag - 10% OFF,"Jun 3, 2025",54.85,1,1
ad8,Digizag - 10% OFF,"Jun 3, 2025",215.57,1,1
AD8,Digizag - 10% OFF,"Jun 2, 2025",52.92,1,1
AD8,Digizag - 10% OFF,"Jun 2, 2025",194.4,2,1
AD3,Digizag - 10% OFF,"Jun 1, 2025",94.5,1,1
AD8,Digizag - 10% OFF,"Jun 1, 2025",80.84,1,1
AD8,Digizag - 10% OFF,"Jun 1, 2025",57.55,1,1
ALC1,Digizag - 10% OFF,"May 31, 2025",102.96,1,1
alc1,Digizag - 10% OFF,"May 31, 2025",54,1,1
AD8,Digizag - 10% OFF,"May 31, 2025",189.22,1,1
AD8,Digizag - 10% OFF,"May 31, 2025",99.92,1,1
alc1,Digizag - 10% OFF,"May 30, 2025",330,2,1
ALC1,Digizag - 10% OFF,"May 30, 2025",94.5,1,1
ALC1,Digizag - 10% OFF,"May 30, 2025",180,1,1
AD8,Digizag - 10% OFF,"May 30, 2025",161.68,1,1
AD8,Digizag - 10% OFF,"May 30, 2025",150.66,1,1
AD8,Digizag - 10% OFF,"May 29, 2025",66.79,1,1
AD8,Digizag - 10% OFF,"May 28, 2025",1698,1,1
AD8,Digizag - 10% OFF,"May 28, 2025",92.33,1,1
ALC1,Digizag - 10% OFF,"May 28, 2025",105.84,1,1
AD8,Digizag - 10% OFF,"May 28, 2025",191.7,1,1
ad17,Digizag - 10% OFF,"May 28, 2025",237.6,8,1
AD8,Digizag - 10% OFF,"May 28, 2025",99.36,1,1
AD8,Digizag - 10% OFF,"May 28, 2025",98.78,1,1
AD8,Digizag - 10% OFF,"May 28, 2025",133.51,1,1
AD8,Digizag - 10% OFF,"May 27, 2025",422.76,1,1
AD8,Digizag - 10% OFF,"May 27, 2025",179.32,1,1
AD8,Digizag - 10% OFF,"May 27, 2025",121.05,1,1
AD8,Digizag - 10% OFF,"May 27, 2025",108,2,1
AD8,Digizag - 10% OFF,"May 26, 2025",184.48,1,1
ALC1,Digizag - 10% OFF,"May 26, 2025",270,2,1
AD3,Digizag - 10% OFF,"May 26, 2025",54,1,1
AD3,Digizag - 10% OFF,"May 26, 2025",132.52,1,1
AD7,Digizag - 10% OFF,"May 25, 2025",87.57,1,1
AD8,Digizag - 10% OFF,"May 25, 2025",311.32,1,1
AD8,Digizag - 10% OFF,"May 24, 2025",247.14,1,1
ALC1,Digizag - 10% OFF,"May 24, 2025",70.87,2,1
AD8,Digizag - 10% OFF,"May 24, 2025",162,1,1
ad7,Digizag - 10% OFF,"May 23, 2025",136.8,1,1
AD8,Digizag - 10% OFF,"May 23, 2025",98.84,1,1
AD5,Digizag - 10% OFF,"May 23, 2025",90,2,1
ALC1,Digizag - 10% OFF,"May 22, 2025",91.71,1,1
AD8,Digizag - 10% OFF,"May 22, 2025",90,1,1
AD8,Digizag - 10% OFF,"May 22, 2025",33.83,1,1
AD7,Digizag - 10% OFF,"May 22, 2025",254.88,1,1
ALC1,Digizag - 10% OFF,"May 21, 2025",90.83,1,1
AD7,Digizag - 10% OFF,"May 21, 2025",142.56,1,1
ALC1,Digizag - 10% OFF,"May 21, 2025",77.85,1,1
AD7,Digizag - 10% OFF,"May 20, 2025",118.8,1,1
AD7,Digizag - 10% OFF,"May 20, 2025",141.84,1,1
AD8,Digizag - 10% OFF,"May 19, 2025",38.88,1,1
AD7,Digizag - 10% OFF,"May 19, 2025",102.6,1,1
Ad8,Digizag - 10% OFF,"May 19, 2025",125.55,1,1
AD7,Digizag - 10% OFF,"May 19, 2025",54,1,1
AD8,Digizag - 10% OFF,"May 19, 2025",128.25,1,1
AD8,Digizag - 10% OFF,"May 19, 2025",105.75,1,1
AD8,Digizag - 10% OFF,"May 18, 2025",54.72,1,1
ad8,Digizag - 10% OFF,"May 18, 2025",121.68,1,1
AD8,Digizag - 10% OFF,"May 18, 2025",94.5,1,1
alc1,Digizag - 10% OFF,"May 18, 2025",128.46,1,1
ALC1,Digizag - 10% OFF,"May 18, 2025",109.64,2,1
AD7,Digizag - 10% OFF,"May 17, 2025",207.63,1,1
Ad7,Digizag - 10% OFF,"May 16, 2025",136.15,1,1
AD7,Digizag - 10% OFF,"May 15, 2025",66.79,1,1
AD8,Digizag - 10% OFF,"May 15, 2025",202.18,1,1
AD10,Digizag - 10% OFF,"May 15, 2025",110.88,1,1
AD27,Digizag - 10% OFF,"May 15, 2025",190.58,1,1
AD7,Digizag - 10% OFF,"May 15, 2025",312.77,1,1
ALC1,Digizag - 10% OFF,"May 14, 2025",91.8,1,1
AD5,Digizag - 10% OFF,"May 14, 2025",299.4,1,1
AD7,Digizag - 10% OFF,"May 14, 2025",246.82,1,1
AD8,Digizag - 10% OFF,"May 14, 2025",41.76,1,1
AD8,Digizag - 10% OFF,"May 14, 2025",245.43,1,1
AD8,Digizag - 10% OFF,"May 14, 2025",169.99,1,1
ad7,Digizag - 10% OFF,"May 13, 2025",59.84,1,1
AD7,Digizag - 10% OFF,"May 12, 2025",99.72,1,1
AD8,Digizag - 10% OFF,"May 12, 2025",76.68,1,1
AD8,Digizag - 10% OFF,"May 12, 2025",90,1,1
AD8,Digizag - 10% OFF,"May 12, 2025",45.63,1,1
AD8,Digizag - 10% OFF,"May 12, 2025",158.09,1,1
ad8,Digizag - 10% OFF,"May 11, 2025",39.6,1,1
AD7,Digizag - 10% OFF,"May 11, 2025",91.8,1,1
ALC1,Digizag - 10% OFF,"May 10, 2025",141.75,1,1
AD8,Digizag - 10% OFF,"May 10, 2025",117.36,1,1
AD8,Digizag - 10% OFF,"May 10, 2025",85.81,1,1
AD8,Digizag - 10% OFF,"May 9, 2025",106.45,1,1
AD8,Digizag - 10% OFF,"May 8, 2025",38.88,1,1
AD8,Digizag - 10% OFF,"May 8, 2025",79.61,1,1
AD7,Digizag - 10% OFF,"May 7, 2025",109.44,1,1
ALC1,Digizag - 10% OFF,"May 7, 2025",99.36,2,1
AD8,Digizag - 10% OFF,"May 7, 2025",216.38,2,1
AD8,Digizag - 10% OFF,"May 6, 2025",135,1,1
AD8,Digizag - 10% OFF,"May 6, 2025",37.44,2,1
AD7,Digizag - 10% OFF,"May 6, 2025",194.16,1,1
AD8,Digizag - 10% OFF,"May 5, 2025",193.68,1,1
AD8,Digizag - 10% OFF,"May 4, 2025",604.4,1,1
ad95,Digizag - 10% OFF,"May 4, 2025",36,1,1
ALC1,Digizag - 10% OFF,"May 4, 2025",105.3,1,1
AD3,Digizag - 10% OFF,"May 4, 2025",150.01,1,1
AD7,Digizag - 10% OFF,"May 4, 2025",370,1,1
AD8,Digizag - 10% OFF,"May 4, 2025",126,1,1
AD7,Digizag - 10% OFF,"May 3, 2025",170.77,1,1
AD7,Digizag - 10% OFF,"May 3, 2025",442.5,1,1
ALC1,Digizag - 10% OFF,"May 3, 2025",132.3,1,1
ALC1,Digizag - 10% OFF,"May 3, 2025",218.88,1,1
AD7,Digizag - 10% OFF,"May 3, 2025",110.59,1,1
AD8,Digizag - 10% OFF,"May 2, 2025",101.24,1,1
AD8,Digizag - 10% OFF,"May 2, 2025",198.72,1,1
Ad8,Digizag - 10% OFF,"May 2, 2025",105.75,1,1
AD7,Digizag - 10% OFF,"May 1, 2025",131.84,1,1
ALC1,Digizag - 10% OFF,"May 1, 2025",124.92,2,1
ALc1,Digizag - 10% OFF,"May 1, 2025",97.54,1,1
AD3,Digizag - 10% OFF,"May 1, 2025",100.8,1,1
AD7,Digizag - 10% OFF,"May 1, 2025",345.69,1,1
AD3,Digizag - 10% OFF,"May 1, 2025",102.74,1,1
AD7,Digizag - 10% OFF,"Apr 30, 2025",92.18,1,1
AD7,Digizag - 10% OFF,"Apr 30, 2025",72.02,1,1
AD5,Digizag - 10% OFF,"Apr 30, 2025",110.88,1,1
AD7,Digizag - 10% OFF,"Jun 10, 2025",110.33,1,1
AD8,Digizag - 10% OFF,"Apr 30, 2025",370,2,1
AD7,Digizag - 10% OFF,"Apr 29, 2025",46.8,1,1
AD7,Digizag - 10% OFF,"Apr 29, 2025",45,1,1
ad4,Digizag - 10% OFF,"Apr 29, 2025",36,1,1
AD7,Digizag - 10% OFF,"Apr 29, 2025",192.19,1,1
ALC1,Digizag - 10% OFF,"Apr 29, 2025",249.48,2,1
AD7,Digizag - 10% OFF,"Apr 28, 2025",66.73,1,1
AD7,Digizag - 10% OFF,"Apr 28, 2025",108,1,1
AD7,Digizag - 10% OFF,"Apr 27, 2025",66.79,1,1
AD3,Digizag - 10% OFF,"Apr 27, 2025",102.08,1,1
AD7,Digizag - 10% OFF,"Apr 26, 2025",72,1,1
AD7,Digizag - 10% OFF,"Apr 26, 2025",216,1,1
AD7,Digizag - 10% OFF,"Apr 26, 2025",99.36,1,1
AD7,Digizag - 10% OFF,"Apr 26, 2025",54.72,1,1
AD7,Digizag - 10% OFF,"Apr 26, 2025",168.28,1,1
AD8,Digizag - 10% OFF,"Jun 10, 2025",177.89,1,1
ALC1,Digizag - 10% OFF,"Jul 27, 2025",91.8,2,1
ad7,Digizag - 10% OFF,"Apr 25, 2025",235.26,2,1
AD7,Digizag - 10% OFF,"Apr 25, 2025",160.2,1,1
ad7,Digizag - 10% OFF,"Apr 25, 2025",66.79,1,1
ALC1,Digizag - 10% OFF,"Apr 25, 2025",58.23,1,1
AD7,Digizag - 10% OFF,"Apr 25, 2025",341.46,1,1
ALC1,Digizag - 10% OFF,"Apr 24, 2025",60.24,2,1
